M_eV,omega_s,delta_phi_rad
0.03,9170774506742.932,0.20121044781239658
0.03,9384930864942.72,0.20590912366617195
0.03,9604088212505.37,0.21071752321977943
0.03,9828363332770.01,0.21563820874622514
0.03,10057875736205.814,0.22067380235283526
0.03,10292747724096.098,0.22582698737851048
0.03,10533104453709.38,0.23110050982360525
0.03,10779074004992.736,0.23649717981320634
0.03,11030787448822.15,0.2420198730945729
0.03,11288378916846.883,0.24767153256954966
0.03,11551985672964.781,0.2534551698627638
0.03,11821748186466.7,0.25937386692644243
0.03,12097810206889.037,0.2654307776827076
0.03,12380318840613.992,0.2716291297042159
0.03,12669424629259.076,0.2779722259340558
0.03,12965281629896.69,0.2844634464457974
0.03,13268047497147.244,0.29110625024464787
0.03,13577883567189.275,0.29790417711066686
0.03,13894954943731.36,0.30486084948502495
0.03,14219430585991.646,0.31197997440030917
0.03,14551483398731.908,0.3192653454559064
0.03,14891290324394.117,0.32672084483951624
0.03,15239032437388.303,0.3343504453958644
0.03,15594895040582.832,0.34215821274373776
0.03,15959067764047.309,0.35014830744244296
0.03,16331744666101.666,0.35832498720886385
0.03,16713124336724.857,0.36669260918628943
0.03,17103410003378.379,0.375255632266224
0.03,17502809639301.049,0.3840186194644176
0.03,17911536074332.34,0.39298624035237445
0.03,18329807108324.375,0.4021632735456573
0.03,18757845627201.61,0.4115546092502827
0.03,19195879721731.11,0.4211652518685888
0.03,19644142809066.266,0.4310003226659524
0.03,20102873757128.832,0.4410650624997808
0.03,20572317011895.527,0.45136483461223054
0.03,21052722727657.027,0.46190512748814133
0.03,21544346900318.867,0.47269155777971106
0.03,22047451503814.766,0.4837298732994589
0.03,22562304629706.35,0.4950259560830983
0.03,23089180630041.926,0.5065858255239157
0.03,23628360263551.75,0.5184156415803532
0.03,24180130845257.18,0.5305217080584926
0.03,24744786399573.477,0.5429104759711921
0.03,25322627816988.0,0.5555885469756683
0.03,25913963014396.63,0.568562676891341
0.03,26519107099185.406,0.5818397792998503
0.03,27138382537142.797,0.5954269292291182
0.03,27772119324293.547,0.609331366923452
0.03,28420655162745.11,0.623560501701685
0.03,29084335640640.45,0.6381219159054122
0.03,29763514416313.13,0.6530233689394276
0.03,30458553406742.777,0.6682728014065109
0.03,31169822980411.496,0.6838783393387747
0.03,31897702154663.246,0.699848298527808
0.03,32642578797673.24,0.7161911889559651
0.03,33404849835132.44,0.7329157193311057
0.03,34184921461759.273,0.7500308017272461
0.03,34983209357750.33,0.7675455563335747
0.03,35800138910285.734,0.785469316314367
0.03,36636145440207.234,0.8038116327823939
0.03,37491674433988.93,0.8225822798884519
0.03,38367181781126.484,0.8417912600297764
0.03,39263134017068.4,0.8614488091800516
0.03,40180008571820.91,0.8815654023439005
0.03,41118294024358.28,0.9021517591387481
0.03,42078490362973.984,0.92321884950703
0.03,43061109251711.65,0.944777899561794
0.03,44066674303017.77,0.9668403975688091
0.03,45095721356761.53,0.9894181000683712
0.03,46148798765769.44,1.012523038140047
0.03,47226467688029.54,1.0361675238137513
0.03,48329302385717.516,1.0603641566304989
0.03,49457890531206.39,1.0851258303563782
0.03,50612833520222.14,1.110465739853311
0.03,51794746792312.02,1.1363973881102565
0.03,53004260158796.836,1.1629345934386124
0.03,54242018138380.35,1.1900914968356209
0.03,55508680300598.1,1.217882569519772
0.03,56804921617284.29,1.246322620642127
0.03,58131432822247.13,1.2754268051777393
0.03,59488920779343.305,1.3052106320013546
0.03,60878108859147.555,1.3356899721516915
0.03,62299737324418.34,1.3668810672887124
0.03,63754563724564.93,1.398800538348388
0.03,65243363299326.35,1.4314653943995748
0.03,66766929391875.7,1.4648930417076877
0.03,68326073871574.055,1.4991012930100907
0.03,69921627566593.75,1.5341083770080222
0.03,71554440706645.75,1.5699329480802107
0.03,73225383376045.27,1.6065940962233163
0.03,74935345977357.4,1.6441113572244987
0.03,76685239705870.25,1.682504723071548
0.03,78475997035146.23,1.7217946526060735
0.03,80308572213915.2,1.7620020824255367
0.03,82183941774568.06,1.8031484380398035
0.03,84103105053526.05,1.8452556452882554
0.03,86067084723761.58,1.8883461420235068
0.03,88076927339754.52,1.9324428900679644
0.03,90133703895174.2,1.9775693874495923
0.03,92238510393584.58,2.02374968092341
0.03,94392468432476.83,2.0710083787854017
0.03,96596725800938.42,2.1193706639856136
0.03,98852457091282.8,2.168862307547551
0.03,101160864324958.08,2.2195096823008686
0.03,103523177593073.78,2.2713397769347776
0.03,105940655711885.0,2.3243802103796334
0.03,108414586893583.72,2.3786592465243612
0.03,110946289432752.4,2.434205809277525
0.03,113537112408852.0,2.4910494979801916
0.03,116188436405110.14,2.549220603178625
0.03,118901674244198.98,2.608750122765352
0.03,121678271741092.3,2.669669778497145
0.03,124519708473503.19,2.732012032898735
0.03,127427498570313.2,2.79581010656126
0.03,130403191518412.89,2.861097995844668
0.03,133448372988383.56,2.9279104909935016
0.03,136564665679460.69,2.9962831946757364
0.03,139753730184229.25,3.066252540954538
0.03,143017265873508.78,3.1378558147029936
0.03,146357011801907.97,3.2111311714723416
0.03,149774747634520.0,3.2861176578240356
0.03,153272294595261.2,3.3628552321366723
0.03,156851516437355.1,3.441384785898801
0.03,160514320436476.47,3.5217481654988947
0.03,164262658407093.34,3.6039881945243053
0.03,168098527742536.53,3.688148696580797
0.03,172023972479359.9,3.7742745186450413
0.03,176041084386555.25,3.862411554962419
0.03,180152004080202.38,3.9526067715028934
0.03,184358922164148.6,4.044908230987968
0.03,188664080397325.44,4.139365118502083
0.03,193069772888324.56,4.236027767702089
0.03,197578347317869.53,4.334947687638759
0.03,202192206189835.56,4.436177590204665
0.03,206913808111479.03,4.539771418222924
0.03,211745669103571.2,4.645784374192049
0.03,216690363941118.1,4.754272949701885
0.03,221750527525392.94,4.86529495553654
0.03,226928856288008.56,4.9789095524802995
0.03,232228109627772.94,5.095177282842806
0.03,237651111381107.75,5.214160102720626
0.03,243200751326794.97,5.335921415012
0.03,248879986725866.72,5.460526103202626
0.03,254691843897454.0,5.5880405659404175
0.03,260639419831434.72,5.718532752417644
0.03,266725883838740.25,5.85207219857931
0.03,272954479240200.2,5.988730064177086
0.03,279328525094824.75,6.128579170688512
0.03,285851417968446.56,6.271694040121702
0.03,292526633743664.75,6.418150934726238
0.03,299357729472049.0,6.568027897631272
0.03,306348345269608.4,6.72140479443286
0.03,313502206256511.25,6.878363355752191
0.03,320823124542107.4,7.038987220787765
0.03,328315001256305.4,7.203361981884624
0.03,335981828628378.75,7.371575230144188
0.03,343827692114331.4,7.543716602099492
0.03,351856772573926.6,7.719877827480084
0.03,360073348498562.0,7.900152778092473
0.03,368481798291167.6,8.084637517842017
0.03,377086602599345.1,8.27343035392292
0.03,385892346702989.9,8.466631889203608
0.03,394903722957669.3,8.664345075835433
0.03,404125533295059.25,8.866675270113236
0.03,413562691781769.75,9.073730288617009
0.03,423220227237928.0,9.285620465664643
0.03,433103285916900.1,9.502458712106103
0.03,443217134247608.5,9.724360575490948
0.03,453567161640870.25,9.951444301640528
0.03,464158883361277.25,10.183830897658174
0.03,474997943466142.2,10.421644196410835
0.03,486090117813064.0,10.66501092251628
0.03,497441317137746.2,10.91406075987165
0.03,509057590203668.6,11.1689264207585
0.03,520945127025321.1,11.429743716561857
0.03,533110262166703.25,11.696651630140595
0.03,545559478116851.5,11.969792389887854
0.03,558299408744191.44,12.249311545520909
0.03,571336842831556.8,12.535358045640892
0.03,584678727693757.8,12.828084317103686
0.03,598332172879627.0,13.12764634624428
0.03,612304453960519.0,13.434203761997972
0.03,626603016407265.6,13.747919920962305
0.03,641235479557691.6,14.068961994445939
0.03,656209640676755.4,14.397501057549768
0.03,671533479111513.5,14.733712180328487
0.03,687215160543113.5,15.077774521081015
0.03,703263041338065.8,15.42987142181913
0.03,719685673001152.9,15.790190505966079
0.03,736491806732297.2,16.158923778336067
0.03,753690398089854.1,16.536267727448767
0.03,771290611762799.2,16.92242343023301
0.03,789301826454356.6,17.317596659175543
0.03,807733639879670.2,17.721997991971925
0.03,826595873880179.6,18.135842923737954
0.03,845898579657428.2,18.559351981841548
0.03,865652043129091.9,18.992750843416093
0.03,885866790410083.1,19.4362704556181
0.03,906553593421635.8,19.890147158692727
0.03,927723475631405.9,20.354622811913906
0.03,949387717927582.0,20.829944922464634
0.03,971557864630184.8,21.316366777327307
0.03,994245729642743.9,21.814147578253962
0.03,1017463402747608.4,22.323552579887874
0.03,1041223256048306.5,22.84485323111152
0.03,1065537950562306.4,23.378327319694375
0.03,1090420442967752.8,23.924259120318982
0.03,1115883992507748.1,24.482939546063662
0.03,1141942168055864.8,25.05466630342265
0.03,1168608855346649.8,25.639744050946245
0.03,1195898264374976.8,26.23848456158557
0.03,1223824936968189.8,26.85120688882838
0.03,1252403754535069.2,27.47823753671451
0.03,1281649945995759.8,28.119910633821615
0.03,1311579095896850.2,28.77656811131329
0.03,1342207152716012.0,29.448559885146118
0.03,1373550437360512.2,30.13624404253046
0.03,1405625651864213.5,30.839987032746073
0.03,1438449888287665.8,31.5601638624137
0.03,1472040637826004.2,32.29715829532595
0.03,1506415800129594.2,33.05136305694599
0.03,1541593692842273.2,33.82318004368034
0.03,1577593061362361.2,34.61302053703939
0.03,1614433088831602.0,35.42130542279868
0.03,1652133406357368.5,36.24846541527822
0.03,1690714103473578.2,37.094941286859104
0.03,1730195738845891.0,37.961184102859846
0.03,1770599351226894.2,38.84765546189749
0.03,1811946470667118.5,39.75482774186175
0.03,1854259129987854.2,40.68318435163324
0.03,1897559876521850.2,41.63321998867899
0.03,1941871784128254.8,42.6054409026651
0.03,1987218465488053.2,43.60036516522356
0.03,2033624084686670.2,44.61852294601949
0.03,2081113370090399.2,45.66045679526519
0.03,2129711627523482.5,46.726721932830515
0.03,2179444753752988.0,47.81788654410643
0.03,2230339250288498.8,48.934532082775725
0.03,2282422237504097.5,50.07725358065496
0.03,2335721469090121.5,51.24665996477173
0.03,2390265346842389.0,52.44337438184621
0.03,2446082935796795.5,53.6680345303502
0.03,2503203979717320.5,54.92129300032018
0.03,2561658916945721.5,56.203817621105934
0.03,2621478896621347.5,57.51629181723967
0.03,2682695795279727.0,58.8594149726157
0.03,2745342233838714.0,60.233902803173244
0.03,2809451594981406.0,61.64048773828459
0.03,2875058040944877.0,63.07991931104693
0.03,2942196531724371.0,64.5529645576897
0.03,3010902843702598.5,66.06040842630874
0.03,3081213588714008.5,67.60305419514398
0.03,3153166233554367.5,69.18172390062743
0.03,3226799119945812.0,70.79725877542437
0.03,3302151484968175.5,72.45051969670479
0.03,3379263481967431.5,74.14238764488304
0.03,3458176201952377.5,75.87376417306947
0.03,3538931695490984.0,77.64557188748519
0.03,3621572995118067.0,79.45875493909524
0.03,3706144138266220.5,81.31427952672244
0.03,3792690190732238.0,83.21313441191003
0.03,3881257270691540.0,85.15633144580774
0.03,3971892573273302.0,87.14490610835989
0.03,4064644395709627.5,89.1799180600884
0.03,4159562163071843.0,91.26245170675718
0.03,4256696454607867.0,93.39361677722454
0.03,4356099030694617.0,95.57454891478991
0.03,4457822860419716.0,97.80641028234724
0.03,4561922149807468.0,100.0903901816743
0.03,4668452370703794.0,102.42770568717962
0.03,4777470290335773.0,104.81960229445069
0.03,4889034001561442.0,107.26735458394649
0.03,5003202953825999.0,109.77226690018905
0.03,5120037984840882.0,112.33567404681499
0.03,5239601353002633.0,114.95894199785837
0.03,5361956770568805.0,117.64346862564327
0.03,5487169437608587.0,120.39068444567403
0.03,5615306076746278.0,123.20205337892098
0.03,5746434968715974.0,126.0790735319044
0.03,5880625988746757.0,129.02327799500003
0.03,6017950643797328.0,132.03623565938182
0.03,6158482110660254.0,135.1195520530443
0.03,6302295274956036.0,138.27487019634788
0.03,6449466771037634.0,141.5038714775402
0.03,6600075022827102.0,144.80827654872797
0.03,6754200285605594.0,148.18984624276658
0.03,6911924688779366.0,151.65038251156304
0.03,7073332279644438.0,155.19172938629012
0.03,7238509068173247.0,158.81577396002362
0.03,7407543072847155.0,162.52444739332552
0.03,7580524367559245.0,166.3197259433102
0.03,7757545129612397.0,170.20363201674135
0.03,7938699688838207.0,174.1782352477206
0.03,8124084577862974.0,178.2456536005433
0.03,8313798583547334.0,182.40805449830464
0.03,8507942799627444.0,186.66765597786815
0.03,8706620680585118.0,191.02672787179802
0.03,8909938096776098.0,195.48759301789525
0.03,9118003390845700.0,200.05262849697945
0.03,9330927435461682.0,204.7242668995711
0.03,9548823692395676.0,209.5049976221614
0.03,9771808272983908.0,214.39736819374494
0.03,1e+16,219.40398563333335
0.1,1000000000000.0,0.006582119569
0.1,1023352047097.2576,0.006735825535175069
0.1,1047249412298.1476,0.006893120850311386
0.1,1071704829896.7094,0.007054089333054948
0.1,1096731331558.8157,0.007218816759388708
0.1,1122342253266.4197,0.0073873909083404556
0.1,1148551242423.9392,0.007559901608757874
0.1,1175372265130.6365,0.007736440787176219
0.1,1202819613622.7776,0.007917102516803503
0.1,1230907913889.6018,0.008101983067649714
0.1,1259652133467.1387,0.008291180957826653
0.1,1289067589414.0244,0.008484797006045706
0.1,1319169956473.5742,0.008682934385341592
0.1,1349975275426.4324,0.008885698678050485
0.1,1381499961638.3237,0.00909319793207236
0.1,1413760813807.3613,0.009305542718446799
0.1,1446775022915.648,0.00952284619027351
0.1,1480560181389.91,0.009745224143008716
0.1,1515134292476.0513,0.009972795076169586
0.1,1550515779832.622,0.010205680256479598
0.1,1586723497348.3147,0.010444003782488463
0.1,1623776739188.7244,0.01068789265070111
0.1,1661695250077.6907,0.010937476823250716
0.1,1700499235818.794,0.011192889297152429
0.1,1740209374062.4849,0.011454266175173923
0.1,1780846825324.6812,0.011721746738361108
0.1,1822433244262.6646,0.01199547352025744
0.1,1864990791214.2942,0.0122755923828564
0.1,1908542144006.6897,0.012562252594327649
0.1,1953110510040.635,0.012855606908558035
0.1,1998719638657.2524,0.01315581164655051
0.1,2045393833793.3904,0.013463026779723409
0.1,2093157966932.5737,0.013777416015155149
0.1,2142037490358.3833,0.014099146882819562
0.1,2192058450717.3235,0.014428390824858316
0.1,2243247502898.4155,0.014765323286938045
0.1,2295631924236.905,0.015110123811740856
0.1,2349239629049.6626,0.015462976134638083
0.1,2404099183509.974,0.015824068281597922
0.1,2460239820869.778,0.01619359266938002
0.1,2517691457037.277,0.01657174620806918
0.1,2576484706518.3745,0.016958730406003816
0.1,2636650898730.3555,0.01735475147715451
0.1,2698222094696.533,0.017760020451010224
0.1,2761231104130.759,0.018174753285030543
0.1,2825711502920.8325,0.018599170979723613
0.1,2891697651020.3022,0.019033499696412062
0.1,2959224710757.9575,0.019477970877748316
0.1,3028328665574.9453,0.019932821371044504
0.1,3099046339199.427,0.020398293554482357
0.1,3171415415268.9956,0.020874635466270317
0.1,3245474457411.3257,0.02136210093681674
0.1,3321262929793.741,0.021860949723989657
0.1,3398821218152.674,0.022371447651535134
0.1,3478190651314.1333,0.02289386675072761
0.1,3559413523216.8623,0.023428485405328946
0.1,3642533115449.6377,0.023975588499931595
0.1,3727593720314.938,0.02453546757176647
0.1,3814640664431.174,0.02510842096605559
0.1,3903720332886.0845,0.02569475399499269
0.1,3994880193954.178,0.026294779100436313
0.1,4088168824391.298,0.026908816020401686
0.1,4183635935320.0234,0.027537191959441543
0.1,4281332398719.396,0.028180241763004647
0.1,4381310274533.306,0.028838308095866436
0.1,4483622838411.906,0.029511741624726334
0.1,4588324610100.84,0.030200901205069033
0.1,4695471382493.421,0.03090615407238943
0.1,4805120251361.232,0.03162787603788297
0.1,4917329645779.026,0.032366451688705965
0.1,5032159359259.998,0.033122274592911734
0.1,5149670581618.343,0.03389574750917371
0.1,5269925931575.656,0.03468728260140468
0.1,5392989490128.87,0.03549730165838857
0.1,5518926834697.374,0.03632623631854081
0.1,5647805074067.546,0.037174528299917485
0.1,5779692884153.325,0.038042629635595654
0.1,5914660544591.758,0.03893100291454961
0.1,6052779976193.3545,0.03984012152815363
0.1,6194124779266.76,0.040770469922439545
0.1,6338770272838.487,0.04172254385624568
0.1,6486793534788.508,0.04269685066539412
0.1,6638273442923.075,0.04369390953303698
0.1,6793290717006.6875,0.04471425176631576
0.1,6951927961775.591,0.0457584210794814
0.1,7114269710955.745,0.046826973883625785
0.1,7280402472308.576,0.04792047958317826
0.1,7450414773728.917,0.04903952087932781
0.1,7624397210419.138,0.050184694080528815
0.1,7802442493165.045,0.05135660942025879
0.1,7984645497739.078,0.05255589138219613
0.1,8171103315457.187,0.05378317903299153
0.1,8361915304916.334,0.0550391263628104
0.1,8557183144940.02,0.05632440263382667
0.1,8757010888760.518,0.057639692736856686
0.1,8961505019466.049,0.05898569755631921
0.1,9170774506742.932,0.060363134343718976
0.1,9384930864942.72,0.06177273709985158
0.1,9604088212505.37,0.06321525696593382
0.1,9828363332770.01,0.06469146262386753
0.1,10057875736205.814,0.06620214070585058
0.1,10292747724096.098,0.06774809621355314
0.1,10533104453709.38,0.06933015294708157
0.1,10779074004992.736,0.0709491539439619
0.1,11030787448822.15,0.07260596192837186
0.1,11288378916846.883,0.0743014597708649
0.1,11551985672964.781,0.07603655095882912
0.1,11821748186466.7,0.07781216007793272
0.1,12097810206889.037,0.07962923330481227
0.1,12380318840613.992,0.08148873891126475
0.1,12669424629259.076,0.08339166778021673
0.1,12965281629896.69,0.08533903393373922
0.1,13268047497147.244,0.08733187507339435
0.1,13577883567189.275,0.08937125313320006
0.1,13894954943731.36,0.09145825484550747
0.1,14219430585991.646,0.09359399232009274
0.1,14551483398731.908,0.09577960363677192
0.1,14891290324394.117,0.09801625345185487
0.1,15239032437388.303,0.10030513361875931
0.1,15594895040582.832,0.10264746382312132
0.1,15959067764047.309,0.10504449223273288
0.1,16331744666101.666,0.10749749616265913
0.1,16713124336724.857,0.11000778275588682
0.1,17103410003378.379,0.11257668967986718
0.1,17502809639301.049,0.11520558583932528
0.1,17911536074332.34,0.11789587210571233
0.1,18329807108324.375,0.12064898206369717
0.1,18757845627201.61,0.12346638277508479
0.1,19195879721731.11,0.1263495755605766
0.1,19644142809066.266,0.1293000967997857
0.1,20102873757128.832,0.13231951874993422
0.1,20572317011895.527,0.13540945038366914
0.1,21052722727657.027,0.1385715382464424
0.1,21544346900318.867,0.1418074673339133
0.1,22047451503814.766,0.14511896198983765
0.1,22562304629706.35,0.14850778682492946
0.1,23089180630041.926,0.15197574765717473
0.1,23628360263551.75,0.15552469247410597
0.1,24180130845257.18,0.15915651241754777
0.1,24744786399573.477,0.16287314279135762
0.1,25322627816988.0,0.16667656409270046
0.1,25913963014396.63,0.1705688030674023
0.1,26519107099185.406,0.1745519337899551
0.1,27138382537142.797,0.17862807876873546
0.1,27772119324293.547,0.1827994100770356
0.1,28420655162745.11,0.18706815051050546
0.1,29084335640640.45,0.19143657477162365
0.1,29763514416313.13,0.19590701068182825
0.1,30458553406742.777,0.20048184042195327
0.1,31169822980411.496,0.2051635018016324
0.1,31897702154663.246,0.2099544895583424
0.1,32642578797673.24,0.2148573566867895
0.1,33404849835132.44,0.21987471579933168
0.1,34184921461759.273,0.2250092405181738
0.1,34983209357750.33,0.23026366690007238
0.1,35800138910285.734,0.23564079489431006
0.1,36636145440207.234,0.24114348983471814
0.1,37491674433988.93,0.24677468396653554
0.1,38367181781126.484,0.2525373780089329
0.1,39263134017068.4,0.25843464275401545
0.1,40180008571820.91,0.2644696207031701
0.1,41118294024358.28,0.27064552774162437
0.1,42078490362973.984,0.27696565485210894
0.1,43061109251711.65,0.2834333698685382
0.1,44066674303017.77,0.2900521192706427
0.1,45095721356761.53,0.2968254300205113
0.1,46148798765769.44,0.30375691144201405
0.1,47226467688029.54,0.3108502571441254
0.1,48329302385717.516,0.3181092469891496
0.1,49457890531206.39,0.3255377491069134
0.1,50612833520222.14,0.3331397219559933
0.1,51794746792312.02,0.34091921643307693
0.1,53004260158796.836,0.34888037803158367
0.1,54242018138380.35,0.35702744905068623
0.1,55508680300598.1,0.36536477085593155
0.1,56804921617284.29,0.37389678619263805
0.1,58131432822247.13,0.38262804155332175
0.1,59488920779343.305,0.3915631896004063
0.1,60878108859147.555,0.4007069916455074
0.1,62299737324418.34,0.4100643201866137
0.1,63754563724564.93,0.41964016150451633
0.1,65243363299326.35,0.4294396183198724
0.1,66766929391875.7,0.4394679125123063
0.1,68326073871574.055,0.44973038790302716
0.1,69921627566593.75,0.4602325131024066
0.1,71554440706645.75,0.4709798844240632
0.1,73225383376045.27,0.4819782288669948
0.1,74935345977357.4,0.4932334071673496
0.1,76685239705870.25,0.5047514169214643
0.1,78475997035146.23,0.516538395781822
0.1,80308572213915.2,0.5286006247276609
0.1,82183941774568.06,0.540944531411941
0.1,84103105053526.05,0.5535766935864765
0.1,86067084723761.58,0.566503842607052
0.1,88076927339754.52,0.5797328670203893
