M_eV,omega_s,delta_phi_rad
0.3,1017463402747608.4,2.2323552579887873
0.3,1041223256048306.5,2.284485323111152
0.3,1065537950562306.4,2.3378327319694376
0.3,1090420442967752.8,2.3924259120318982
0.3,1115883992507748.1,2.448293954606366
0.3,1141942168055864.8,2.5054666303422652
0.3,1168608855346649.8,2.5639744050946245
0.3,1195898264374976.8,2.623848456158557
0.3,1223824936968189.8,2.685120688882838
0.3,1252403754535069.2,2.747823753671451
0.3,1281649945995759.8,2.8119910633821616
0.3,1311579095896850.2,2.8776568111313288
0.3,1342207152716012.0,2.9448559885146115
0.3,1373550437360512.2,3.013624404253046
0.3,1405625651864213.5,3.0839987032746072
0.3,1438449888287665.8,3.1560163862413697
0.3,1472040637826004.2,3.229715829532595
0.3,1506415800129594.2,3.3051363056945986
0.3,1541593692842273.2,3.382318004368034
0.3,1577593061362361.2,3.4613020537039385
0.3,1614433088831602.0,3.5421305422798683
0.3,1652133406357368.5,3.624846541527822
0.3,1690714103473578.2,3.70949412868591
0.3,1730195738845891.0,3.7961184102859846
0.3,1770599351226894.2,3.884765546189749
0.3,1811946470667118.5,3.975482774186175
0.3,1854259129987854.2,4.068318435163324
0.3,1897559876521850.2,4.163321998867898
0.3,1941871784128254.8,4.26054409026651
0.3,1987218465488053.2,4.360036516522356
0.3,2033624084686670.2,4.461852294601949
0.3,2081113370090399.2,4.566045679526519
0.3,2129711627523482.5,4.672672193283051
0.3,2179444753752988.0,4.781788654410643
0.3,2230339250288498.8,4.893453208277573
0.3,2282422237504097.5,5.007725358065496
0.3,2335721469090121.5,5.124665996477173
0.3,2390265346842389.0,5.244337438184621
0.3,2446082935796795.5,5.36680345303502
0.3,2503203979717320.5,5.492129300032018
0.3,2561658916945721.5,5.620381762110593
0.3,2621478896621347.5,5.751629181723967
0.3,2682695795279727.0,5.8859414972615705
0.3,2745342233838714.0,6.023390280317325
0.3,2809451594981406.0,6.164048773828459
0.3,2875058040944877.0,6.307991931104693
0.3,2942196531724371.0,6.455296455768971
0.3,3010902843702598.5,6.6060408426308745
0.3,3081213588714008.5,6.760305419514398
0.3,3153166233554367.5,6.918172390062742
0.3,3226799119945812.0,7.079725877542437
0.3,3302151484968175.5,7.245051969670479
0.3,3379263481967431.5,7.414238764488305
0.3,3458176201952377.5,7.587376417306947
0.3,3538931695490984.0,7.764557188748519
0.3,3621572995118067.0,7.945875493909524
0.3,3706144138266220.5,8.131427952672244
0.3,3792690190732238.0,8.321313441191004
0.3,3881257270691540.0,8.515633144580773
0.3,3971892573273302.0,8.71449061083599
0.3,4064644395709627.5,8.91799180600884
0.3,4159562163071843.0,9.126245170675718
0.3,4256696454607867.0,9.339361677722454
0.3,4356099030694617.0,9.557454891478992
0.3,4457822860419716.0,9.780641028234724
0.3,4561922149807468.0,10.00903901816743
0.3,4668452370703794.0,10.242770568717964
0.3,4777470290335773.0,10.481960229445068
0.3,4889034001561442.0,10.72673545839465
0.3,5003202953825999.0,10.977226690018904
0.3,5120037984840882.0,11.2335674046815
0.3,5239601353002633.0,11.495894199785837
0.3,5361956770568805.0,11.764346862564325
0.3,5487169437608587.0,12.039068444567402
0.3,5615306076746278.0,12.320205337892098
0.3,5746434968715974.0,12.60790735319044
0.3,5880625988746757.0,12.902327799500002
0.3,6017950643797328.0,13.203623565938182
0.3,6158482110660254.0,13.511955205304428
0.3,6302295274956036.0,13.827487019634788
0.3,6449466771037634.0,14.150387147754019
0.3,6600075022827102.0,14.4808276548728
0.3,6754200285605594.0,14.81898462427666
0.3,6911924688779366.0,15.165038251156302
0.3,7073332279644438.0,15.519172938629014
0.3,7238509068173247.0,15.881577396002363
0.3,7407543072847155.0,16.252444739332553
0.3,7580524367559245.0,16.63197259433102
0.3,7757545129612397.0,17.020363201674137
0.3,7938699688838207.0,17.41782352477206
0.3,8124084577862974.0,17.824565360054333
0.3,8313798583547334.0,18.240805449830464
0.3,8507942799627444.0,18.666765597786817
0.3,8706620680585118.0,19.102672787179802
0.3,8909938096776098.0,19.548759301789524
0.3,9118003390845700.0,20.005262849697946
0.3,9330927435461682.0,20.472426689957107
0.3,9548823692395676.0,20.95049976221614
0.3,9771808272983908.0,21.43973681937449
0.3,1e+16,21.940398563333336
1.0,1000000000000.0,0.0006582119569
1.0,1023352047097.2576,0.0006735825535175069
1.0,1047249412298.1476,0.0006893120850311387
1.0,1071704829896.7094,0.0007054089333054948
1.0,1096731331558.8157,0.0007218816759388708
1.0,1122342253266.4197,0.0007387390908340456
1.0,1148551242423.9392,0.0007559901608757874
1.0,1175372265130.6365,0.0007736440787176219
1.0,1202819613622.7776,0.0007917102516803503
1.0,1230907913889.6018,0.0008101983067649715
1.0,1259652133467.1387,0.0008291180957826653
1.0,1289067589414.0244,0.0008484797006045707
1.0,1319169956473.5742,0.0008682934385341592
1.0,1349975275426.4324,0.0008885698678050486
1.0,1381499961638.3237,0.000909319793207236
1.0,1413760813807.3613,0.0009305542718446799
1.0,1446775022915.648,0.000952284619027351
1.0,1480560181389.91,0.0009745224143008716
1.0,1515134292476.0513,0.0009972795076169587
1.0,1550515779832.622,0.0010205680256479598
1.0,1586723497348.3147,0.0010444003782488463
1.0,1623776739188.7244,0.0010687892650701112
1.0,1661695250077.6907,0.0010937476823250716
1.0,1700499235818.794,0.001119288929715243
1.0,1740209374062.4849,0.0011454266175173924
1.0,1780846825324.6812,0.0011721746738361108
1.0,1822433244262.6646,0.001199547352025744
1.0,1864990791214.2942,0.00122755923828564
1.0,1908542144006.6897,0.001256225259432765
1.0,1953110510040.635,0.0012855606908558036
1.0,1998719638657.2524,0.001315581164655051
1.0,2045393833793.3904,0.001346302677972341
1.0,2093157966932.5737,0.001377741601515515
1.0,2142037490358.3833,0.0014099146882819563
1.0,2192058450717.3235,0.0014428390824858318
1.0,2243247502898.4155,0.0014765323286938046
1.0,2295631924236.905,0.0015110123811740857
1.0,2349239629049.6626,0.0015462976134638085
1.0,2404099183509.974,0.0015824068281597924
1.0,2460239820869.778,0.001619359266938002
1.0,2517691457037.277,0.0016571746208069184
1.0,2576484706518.3745,0.0016958730406003816
1.0,2636650898730.3555,0.001735475147715451
1.0,2698222094696.533,0.0017760020451010224
1.0,2761231104130.759,0.0018174753285030544
1.0,2825711502920.8325,0.0018599170979723613
1.0,2891697651020.3022,0.0019033499696412064
1.0,2959224710757.9575,0.0019477970877748317
1.0,3028328665574.9453,0.0019932821371044505
1.0,3099046339199.427,0.002039829355448236
1.0,3171415415268.9956,0.0020874635466270317
1.0,3245474457411.3257,0.0021362100936816743
1.0,3321262929793.741,0.002186094972398966
1.0,3398821218152.674,0.0022371447651535134
1.0,3478190651314.1333,0.002289386675072761
1.0,3559413523216.8623,0.0023428485405328947
1.0,3642533115449.6377,0.0023975588499931598
1.0,3727593720314.938,0.002453546757176647
1.0,3814640664431.174,0.002510842096605559
1.0,3903720332886.0845,0.002569475399499269
1.0,3994880193954.178,0.0026294779100436315
1.0,4088168824391.298,0.0026908816020401686
1.0,4183635935320.0234,0.0027537191959441545
1.0,4281332398719.396,0.002818024176300465
1.0,4381310274533.306,0.002883830809586644
1.0,4483622838411.906,0.0029511741624726334
1.0,4588324610100.84,0.0030200901205069035
1.0,4695471382493.421,0.003090615407238943
1.0,4805120251361.232,0.003162787603788297
1.0,4917329645779.026,0.003236645168870597
1.0,5032159359259.998,0.0033122274592911737
1.0,5149670581618.343,0.0033895747509173706
1.0,5269925931575.656,0.0034687282601404685
1.0,5392989490128.87,0.003549730165838857
1.0,5518926834697.374,0.0036326236318540814
1.0,5647805074067.546,0.003717452829991749
1.0,5779692884153.325,0.0038042629635595656
1.0,5914660544591.758,0.003893100291454961
1.0,6052779976193.3545,0.003984012152815363
1.0,6194124779266.76,0.0040770469922439545
1.0,6338770272838.487,0.004172254385624568
1.0,6486793534788.508,0.0042696850665394125
1.0,6638273442923.075,0.004369390953303698
1.0,6793290717006.6875,0.004471425176631576
1.0,6951927961775.591,0.00457584210794814
1.0,7114269710955.745,0.004682697388362579
1.0,7280402472308.576,0.004792047958317826
1.0,7450414773728.917,0.004903952087932781
1.0,7624397210419.138,0.005018469408052882
1.0,7802442493165.045,0.005135660942025879
1.0,7984645497739.078,0.0052555891382196135
1.0,8171103315457.187,0.005378317903299153
1.0,8361915304916.334,0.005503912636281041
1.0,8557183144940.02,0.005632440263382667
1.0,8757010888760.518,0.005763969273685669
1.0,8961505019466.049,0.005898569755631921
1.0,9170774506742.932,0.006036313434371898
1.0,9384930864942.72,0.006177273709985158
1.0,9604088212505.37,0.0063215256965933825
1.0,9828363332770.01,0.006469146262386754
1.0,10057875736205.814,0.006620214070585058
1.0,10292747724096.098,0.006774809621355314
1.0,10533104453709.38,0.006933015294708157
1.0,10779074004992.736,0.00709491539439619
1.0,11030787448822.15,0.0072605961928371866
1.0,11288378916846.883,0.00743014597708649
1.0,11551985672964.781,0.007603655095882913
1.0,11821748186466.7,0.007781216007793273
1.0,12097810206889.037,0.007962923330481228
1.0,12380318840613.992,0.008148873891126476
1.0,12669424629259.076,0.008339166778021673
1.0,12965281629896.69,0.008533903393373923
1.0,13268047497147.244,0.008733187507339436
1.0,13577883567189.275,0.008937125313320006
1.0,13894954943731.36,0.009145825484550748
1.0,14219430585991.646,0.009359399232009276
1.0,14551483398731.908,0.009577960363677192
1.0,14891290324394.117,0.009801625345185487
1.0,15239032437388.303,0.010030513361875932
1.0,15594895040582.832,0.010264746382312132
1.0,15959067764047.309,0.010504449223273288
1.0,16331744666101.666,0.010749749616265914
1.0,16713124336724.857,0.011000778275588683
1.0,17103410003378.379,0.011257668967986719
1.0,17502809639301.049,0.011520558583932528
1.0,17911536074332.34,0.011789587210571233
1.0,18329807108324.375,0.012064898206369717
1.0,18757845627201.61,0.01234663827750848
1.0,19195879721731.11,0.012634957556057662
1.0,19644142809066.266,0.012930009679978571
1.0,20102873757128.832,0.013231951874993424
1.0,20572317011895.527,0.013540945038366916
1.0,21052722727657.027,0.013857153824644239
1.0,21544346900318.867,0.014180746733391331
1.0,22047451503814.766,0.014511896198983765
1.0,22562304629706.35,0.014850778682492948
1.0,23089180630041.926,0.015197574765717472
1.0,23628360263551.75,0.015552469247410598
1.0,24180130845257.18,0.01591565124175478
1.0,24744786399573.477,0.016287314279135764
1.0,25322627816988.0,0.016667656409270048
1.0,25913963014396.63,0.01705688030674023
1.0,26519107099185.406,0.01745519337899551
1.0,27138382537142.797,0.017862807876873547
1.0,27772119324293.547,0.01827994100770356
1.0,28420655162745.11,0.018706815051050547
1.0,29084335640640.45,0.019143657477162367
1.0,29763514416313.13,0.019590701068182826
1.0,30458553406742.777,0.020048184042195327
1.0,31169822980411.496,0.02051635018016324
1.0,31897702154663.246,0.02099544895583424
1.0,32642578797673.24,0.02148573566867895
1.0,33404849835132.44,0.02198747157993317
1.0,34184921461759.273,0.022500924051817382
1.0,34983209357750.33,0.02302636669000724
1.0,35800138910285.734,0.023564079489431008
1.0,36636145440207.234,0.024114348983471815
1.0,37491674433988.93,0.024677468396653555
1.0,38367181781126.484,0.02525373780089329
1.0,39263134017068.4,0.02584346427540155
1.0,40180008571820.91,0.026446962070317014
1.0,41118294024358.28,0.02706455277416244
1.0,42078490362973.984,0.0276965654852109
1.0,43061109251711.65,0.02834333698685382
1.0,44066674303017.77,0.029005211927064272
1.0,45095721356761.53,0.029682543002051132
1.0,46148798765769.44,0.030375691144201408
1.0,47226467688029.54,0.031085025714412542
1.0,48329302385717.516,0.031810924698914965
1.0,49457890531206.39,0.03255377491069134
1.0,50612833520222.14,0.03331397219559933
1.0,51794746792312.02,0.034091921643307696
1.0,53004260158796.836,0.03488803780315837
1.0,54242018138380.35,0.035702744905068626
1.0,55508680300598.1,0.036536477085593155
1.0,56804921617284.29,0.03738967861926381
1.0,58131432822247.13,0.038262804155332175
1.0,59488920779343.305,0.03915631896004063
1.0,60878108859147.555,0.04007069916455074
1.0,62299737324418.34,0.04100643201866137
1.0,63754563724564.93,0.04196401615045164
1.0,65243363299326.35,0.04294396183198724
1.0,66766929391875.7,0.04394679125123063
1.0,68326073871574.055,0.04497303879030272
1.0,69921627566593.75,0.04602325131024066
1.0,71554440706645.75,0.04709798844240632
1.0,73225383376045.27,0.048197822886699486
1.0,74935345977357.4,0.04932334071673496
1.0,76685239705870.25,0.05047514169214644
1.0,78475997035146.23,0.051653839578182204
1.0,80308572213915.2,0.052860062472766096
1.0,82183941774568.06,0.054094453141194106
1.0,84103105053526.05,0.05535766935864766
1.0,86067084723761.58,0.056650384260705205
1.0,88076927339754.52,0.05797328670203893
1.0,90133703895174.2,0.059327081623487765
1.0,92238510393584.58,0.0607124904277023
1.0,94392468432476.83,0.06213025136356205
1.0,96596725800938.42,0.0635811199195684
1.0,98852457091282.8,0.06506586922642653
1.0,101160864324958.08,0.06658529046902606
1.0,103523177593073.78,0.06814019330804333
1.0,105940655711885.0,0.069731406311389
1.0,108414586893583.72,0.07135977739573084
1.0,110946289432752.4,0.07302617427832575
1.0,113537112408852.0,0.07473148493940575
1.0,116188436405110.14,0.07647661809535874
1.0,118901674244198.98,0.07826250368296055
1.0,121678271741092.3,0.08009009335491434
1.0,124519708473503.19,0.08196036098696205
1.0,127427498570313.2,0.08387430319683781
1.0,130403191518412.89,0.08583293987534003
1.0,133448372988383.56,0.08783731472980505
1.0,136564665679460.69,0.08988849584027209
1.0,139753730184229.25,0.09198757622863614
1.0,143017265873508.78,0.0941356744410898
1.0,146357011801907.97,0.09633393514417024
1.0,149774747634520.0,0.09858352973472106
1.0,153272294595261.2,0.10088565696410016
1.0,156851516437355.1,0.10324154357696402
1.0,160514320436476.47,0.10565244496496684
1.0,164262658407093.34,0.10811964583572915
1.0,168098527742536.53,0.11064446089742391
1.0,172023972479359.9,0.11322823555935123
1.0,176041084386555.25,0.11587234664887257
1.0,180152004080202.38,0.1185782031450868
1.0,184358922164148.6,0.12134724692963904
1.0,188664080397325.44,0.1241809535550625
1.0,193069772888324.56,0.12708083303106268
1.0,197578347317869.53,0.13004843062916277
1.0,202192206189835.56,0.13308532770613996
1.0,206913808111479.03,0.1361931425466877
1.0,211745669103571.2,0.13937353122576146
1.0,216690363941118.1,0.14262818849105655
1.0,221750527525392.94,0.1459588486660962
1.0,226928856288008.56,0.14936728657440898
1.0,232228109627772.94,0.15285531848528416
1.0,237651111381107.75,0.1564248030816188
1.0,243200751326794.97,0.16007764245036
1.0,248879986725866.72,0.16381578309607878
1.0,254691843897454.0,0.16764121697821252
1.0,260639419831434.72,0.17155598257252933
1.0,266725883838740.25,0.1755621659573793
1.0,272954479240200.2,0.1796619019253126
1.0,279328525094824.75,0.18385737512065536
1.0,285851417968446.56,0.18815082120365104
1.0,292526633743664.75,0.19254452804178715
1.0,299357729472049.0,0.19704083692893817
1.0,306348345269608.4,0.2016421438329858
1.0,313502206256511.25,0.2063509006725657
1.0,320823124542107.4,0.21116961662363293
1.0,328315001256305.4,0.21610085945653873
1.0,335981828628378.75,0.22114725690432563
1.0,343827692114331.4,0.22631149806298476
1.0,351856772573926.6,0.2315963348244025
1.0,360073348498562.0,0.2370045833427742
1.0,368481798291167.6,0.24253912553526052
1.0,377086602599345.1,0.2482029106176876
1.0,385892346702989.9,0.2539989566761082
1.0,394903722957669.3,0.259930352275063
1.0,404125533295059.25,0.26600025810339706
1.0,413562691781769.75,0.27221190865851025
1.0,423220227237928.0,0.27856861396993926
1.0,433103285916900.1,0.2850737613631831
1.0,443217134247608.5,0.29173081726472844
1.0,453567161640870.25,0.2985433290492158
1.0,464158883361277.25,0.3055149269297452
1.0,474997943466142.2,0.312649325892325
1.0,486090117813064.0,0.3199503276754884
1.0,497441317137746.2,0.32742182279614945
1.0,509057590203668.6,0.335067792622755
1.0,520945127025321.1,0.34289231149685573
1.0,533110262166703.25,0.3508995489042178
1.0,545559478116851.5,0.3590937716966356
1.0,558299408744191.44,0.36747934636562724
1.0,571336842831556.8,0.37606074136922674
1.0,584678727693757.8,0.38484252951311054
1.0,598332172879627.0,0.3938293903873284
1.0,612304453960519.0,0.40302611285993917
1.0,626603016407265.6,0.4124375976288691
1.0,641235479557691.6,0.42206885983337816
1.0,656209640676755.4,0.431925031726493
1.0,671533479111513.5,0.4420113654098546
1.0,687215160543113.5,0.45233323563243044
1.0,703263041338065.8,0.46289614265457385
1.0,719685673001152.9,0.47370571517898236
1.0,736491806732297.2,0.484767713350082
1.0,753690398089854.1,0.49608803182346295
1.0,771290611762799.2,0.5076727029069903
1.0,789301826454356.6,0.5195278997752663
1.0,807733639879670.2,0.5316599397591577
1.0,826595873880179.6,0.5440752877121386
1.0,845898579657428.2,0.5567805594552464
1.0,865652043129091.9,0.5697825253024827
1.0,885866790410083.1,0.583088113668543
1.0,906553593421635.8,0.5967044147607818
1.0,927723475631405.9,0.6106386843574172
1.0,949387717927582.0,0.624898347673939
1.0,971557864630184.8,0.6394910033198192
1.0,994245729642743.9,0.6544244273476189
1.0,1017463402747608.4,0.6697065773966362
1.0,1041223256048306.5,0.6853455969333456
1.0,1065537950562306.4,0.7013498195908312
1.0,1090420442967752.8,0.7177277736095694
1.0,1115883992507748.1,0.7344881863819098
1.0,1141942168055864.8,0.7516399891026795
1.0,1168608855346649.8,0.7691923215283873
1.0,1195898264374976.8,0.7871545368475671
1.0,1223824936968189.8,0.8055362066648514
1.0,1252403754535069.2,0.8243471261014352
1.0,1281649945995759.8,0.8435973190146484
1.0,1311579095896850.2,0.8632970433393986
1.0,1342207152716012.0,0.8834567965543835
1.0,1373550437360512.2,0.9040873212759137
1.0,1405625651864213.5,0.9251996109823821
1.0,1438449888287665.8,0.9468049158724109
1.0,1472040637826004.2,0.9689147488597785
1.0,1506415800129594.2,0.9915408917083796
1.0,1541593692842273.2,1.0146954013104101
1.0,1577593061362361.2,1.0383906161111816
1.0,1614433088831602.0,1.0626391626839604
1.0,1652133406357368.5,1.0874539624583466
1.0,1690714103473578.2,1.112848238605773
1.0,1730195738845891.0,1.1388355230857954
1.0,1770599351226894.2,1.1654296638569246
1.0,1811946470667118.5,1.1926448322558525
1.0,1854259129987854.2,1.220495530548997
1.0,1897559876521850.2,1.2489965996603696
1.0,1941871784128254.8,1.278163227079953
1.0,1987218465488053.2,1.3080109549567067
1.0,2033624084686670.2,1.3385556883805847
1.0,2081113370090399.2,1.3698137038579556
1.0,2129711627523482.5,1.4018016579849153
1.0,2179444753752988.0,1.4345365963231929
1.0,2230339250288498.8,1.4680359624832717
1.0,2282422237504097.5,1.5023176074196487
1.0,2335721469090121.5,1.5373997989431518
1.0,2390265346842389.0,1.5733012314553863
1.0,2446082935796795.5,1.610041035910506
1.0,2503203979717320.5,1.6476387900096054
1.0,2561658916945721.5,1.686114528633178
1.0,2621478896621347.5,1.72548875451719
1.0,2682695795279727.0,1.765782449178471
1.0,2745342233838714.0,1.8070170840951973
1.0,2809451594981406.0,1.8492146321485377
1.0,2875058040944877.0,1.8923975793314078
1.0,2942196531724371.0,1.9365889367306912
1.0,3010902843702598.5,1.9818122527892623
1.0,3081213588714008.5,2.0280916258543193
1.0,3153166233554367.5,2.0754517170188227
1.0,3226799119945812.0,2.123917763262731
1.0,3302151484968175.5,2.1735155909011437
1.0,3379263481967431.5,2.2242716293464913
1.0,3458176201952377.5,2.276212925192084
1.0,3538931695490984.0,2.3293671566245555
1.0,3621572995118067.0,2.383762648172857
1.0,3706144138266220.5,2.439428385801673
1.0,3792690190732238.0,2.496394032357301
1.0,3881257270691540.0,2.554689943374232
1.0,3971892573273302.0,2.6143471832507967
1.0,4064644395709627.5,2.675397541802652
1.0,4159562163071843.0,2.737873551202715
1.0,4256696454607867.0,2.801808503316736
1.0,4356099030694617.0,2.867236467443697
1.0,4457822860419716.0,2.934192308470417
1.0,4561922149807468.0,3.0027117054502286
1.0,4668452370703794.0,3.072831170615389
1.0,4777470290335773.0,3.1445880688335204
1.0,4889034001561442.0,3.2180206375183946
1.0,5003202953825999.0,3.2931680070056712
1.0,5120037984840882.0,3.3700702214044496
1.0,5239601353002633.0,3.448768259935751
1.0,5361956770568805.0,3.5293040587692976
1.0,5487169437608587.0,3.6117205333702205
1.0,5615306076746278.0,3.6960616013676293
1.0,5746434968715974.0,3.782372205957132
1.0,5880625988746757.0,3.8706983398500006
1.0,6017950643797328.0,3.9610870697814544
1.0,6158482110660254.0,4.053586561591328
1.0,6302295274956036.0,4.148246105890436
1.0,6449466771037634.0,4.2451161443262055
1.0,6600075022827102.0,4.344248296461839
1.0,6754200285605594.0,4.445695387282997
1.0,6911924688779366.0,4.549511475346891
1.0,7073332279644438.0,4.655751881588704
1.0,7238509068173247.0,4.764473218800709
1.0,7407543072847155.0,4.875733421799765
1.0,7580524367559245.0,4.989591778299306
1.0,7757545129612397.0,5.10610896050224
1.0,7938699688838207.0,5.225347057431618
1.0,8124084577862974.0,5.347369608016299
1.0,8313798583547334.0,5.472241634949139
1.0,8507942799627444.0,5.6000296793360445
1.0,8706620680585118.0,5.73080183615394
1.0,8909938096776098.0,5.864627790536857
1.0,9118003390845700.0,6.001578854909384
1.0,9330927435461682.0,6.141728006987132
1.0,9548823692395676.0,6.285149928664842
1.0,9771808272983908.0,6.431921045812348
1.0,1e+16,6.5821195690000005
