M_eV,dt_s,visibility
0.03,8.557183144940018e-15,0.6770436761075495
0.03,8.858667904100832e-15,0.6678039921826577
0.03,9.17077450674293e-15,0.6583715934108934
0.03,9.49387717927582e-15,0.6487472025244272
0.03,9.82836333277001e-15,0.638931918335525
0.03,1.0174634027476085e-14,0.6289272377684244
0.03,1.0533104453709382e-14,0.6187350780419296
0.03,1.0904204429677526e-14,0.6083577988898777
0.03,1.1288378916846882e-14,0.597798224693237
0.03,1.1686088553466497e-14,0.5870596663835136
0.03,1.2097810206889037e-14,0.5761459429626007
0.03,1.2524037545350744e-14,0.5650614024691933
0.03,1.2965281629896689e-14,0.5538109422065409
0.03,1.3422071527160119e-14,0.542400028030826
0.03,1.389495494373136e-14,0.5308347124838713
0.03,1.438449888287666e-14,0.5191216515385166
0.03,1.4891290324394118e-14,0.5072681197100062
0.03,1.5415936928422733e-14,0.4952820232723311
0.03,1.595906776404731e-14,0.4831719113050665
0.03,1.6521334063573683e-14,0.47094698428396725
0.03,1.7103410003378378e-14,0.45861709991797345
0.03,1.7705993512268942e-14,0.4461927759265771
0.03,1.8329807108324375e-14,0.43368518944518974
0.03,1.8975598765218503e-14,0.4211061727426636
0.03,1.9644142809066266e-14,0.40846820493487
0.03,2.0336240846866703e-14,0.39578439938185633
0.03,2.1052722727657026e-14,0.3830684864638895
0.03,2.179444753752988e-14,0.37033479144436426
0.03,2.256230462970635e-14,0.3575982071455052
0.03,2.3357214690901213e-14,0.34487416118652403
0.03,2.418013084525718e-14,0.3321785775640042
0.03,2.5032039797173203e-14,0.31952783239101384
0.03,2.5913963014396626e-14,0.3069387036553789
0.03,2.6826957952797274e-14,0.294428314908856
0.03,2.777211932429355e-14,0.28201407285785884
0.03,2.8750580409448774e-14,0.2697135988930945
0.03,2.976351441631313e-14,0.25754465466973775
0.03,3.0812135887140085e-14,0.2455250619315635
0.03,3.189770215466325e-14,0.23367261686126453
0.03,3.302151484968175e-14,0.22200499933436169
0.03,3.4184921461759273e-14,0.21053967755493286
0.03,3.5389316954909845e-14,0.19929380865652652
0.03,3.663614544020723e-14,0.18828413595988502
0.03,3.7926901907322537e-14,0.17752688368868813
0.03,3.926313401706839e-14,0.16703765005348084
0.03,4.064644395709628e-14,0.15683129972010698
0.03,4.207849036297398e-14,0.1469218567796579
0.03,4.356099030694617e-14,0.1373223994295404
0.03,4.5095721356761535e-14,0.1280449576567021
0.03,4.6684523707037945e-14,0.1191004152811879
0.03,4.8329302385717516e-14,0.11049841776789039
0.03,5.003202953825999e-14,0.10224728724322521
0.03,5.179474679231202e-14,0.09435394615849772
0.03,5.3619567705688055e-14,0.08682385101987988
0.03,5.550868030059811e-14,0.07966093755360794
0.03,5.746434968715974e-14,0.07286757859205807
0.03,5.94889207793433e-14,0.06644455585017199
0.03,6.158482110660253e-14,0.060391046611524515
0.03,6.375456372456494e-14,0.05470462615910156
0.03,6.600075022827101e-14,0.04938128656876378
0.03,6.832607387157405e-14,0.044415472235521475
0.03,7.073332279644438e-14,0.039800132227542126
0.03,7.322538337604526e-14,0.0355267892649193
0.03,7.580524367559246e-14,0.0315856248054642
0.03,7.847599703514622e-14,0.027965579395287283
0.03,8.124084577862974e-14,0.024654467115835303
0.03,8.410310505352605e-14,0.02163910264042276
0.03,8.706620680585118e-14,0.018905439111919966
0.03,9.01337038951742e-14,0.01643871477919888
0.03,9.330927435461682e-14,0.014223606093356602
0.03,9.659672580093842e-14,0.012244384775310183
0.03,1e-13,0.010485076232936182
0.03,1.0352317759307377e-13,0.008929616636054365
0.03,1.0717048298967093e-13,0.007562005956941408
0.03,1.1094628943275241e-13,0.006366454356284584
0.03,1.1485512424239393e-13,0.00532751944051398
0.03,1.1890167424419897e-13,0.004430232134456093
0.03,1.2309079138896017e-13,0.003660209198435346
0.03,1.2742749857031322e-13,0.003003750763523603
0.03,1.3191699564735743e-13,0.0024479216520290744
0.03,1.3656466567946068e-13,0.0019806156794398063
0.03,1.4137608138073612e-13,0.001590602583822248
0.03,1.4635701180190797e-13,0.0012675576827027829
0.03,1.5151342924760515e-13,0.0010020747986998677
0.03,1.5685151643735508e-13,0.0007856634068899161
0.03,1.6237767391887177e-13,0.0006107313234517942
0.03,1.6809852774253655e-13,0.00047055456294556097
0.03,1.740209374062485e-13,0.00035923622980639334
0.03,1.8015200408020238e-13,0.0002716564708499456
0.03,1.8649907912142943e-13,0.0002034155962189852
0.03,1.9306977288832455e-13,0.00015077247670953513
0.03,1.9987196386572526e-13,0.00011058025024358059
0.03,2.0691380811147902e-13,8.022122749425754e-05
0.03,2.142037490358383e-13,5.7542687490005096e-05
0.03,2.2175052752539295e-13,4.079501190090466e-05
0.03,2.295631924236905e-13,2.8573336499415486e-05
0.03,2.3765111138110775e-13,1.9763615236971903e-05
0.03,2.4602398208697776e-13,1.349371114277153e-05
0.03,2.5469184389745403e-13,9.089862002753213e-06
0.03,2.6366508987303554e-13,6.038628468755392e-06
0.03,2.7295447924020014e-13,3.954226097705322e-06
0.03,2.8257115029208324e-13,2.5509760394804784e-06
0.03,2.9252663374366474e-13,1.6204838676880146e-06
0.03,3.0283286655749455e-13,1.013071765865884e-06
0.03,3.135022062565112e-13,6.229429438772015e-07
0.03,3.245474457411326e-13,3.76543940250428e-07
0.03,3.359818286283788e-13,2.2360434572302963e-07
0.03,3.478190651314134e-13,1.3036788435633919e-07
0.03,3.60073348498562e-13,7.457716185623066e-08
0.03,3.727593720314938e-13,4.18306967097385e-08
0.03,3.858923467029899e-13,2.298990976145387e-08
0.03,3.9948801939541784e-13,1.2371451563455725e-08
0.03,4.135626917817697e-13,6.5136226562218906e-09
0.03,4.2813323987193956e-13,3.352810652000062e-09
0.03,4.432171342476086e-13,1.6859090320836562e-09
0.03,4.58832461010084e-13,8.274465003625757e-10
0.03,4.749979434661422e-13,3.9605524723064166e-10
0.03,4.917329645779005e-13,1.8471323294133514e-10
0.03,5.090575902036687e-13,8.38628173770543e-11
0.03,5.269925931575656e-13,3.7030442785996734e-11
0.03,5.455594781168514e-13,1.588695662426008e-11
0.03,5.647805074067546e-13,6.615675514544558e-12
0.03,5.846787276937577e-13,2.6711801013802777e-12
0.03,6.052779976193355e-13,1.0446128651309669e-12
0.03,6.266030164072656e-13,3.9522270873562064e-13
0.03,6.486793534788508e-13,1.4449625887558047e-13
0.03,6.715334791115135e-13,5.098888884987324e-14
0.03,6.951927961775591e-13,1.7344281152582222e-14
0.03,7.196856730011528e-13,5.679856234104161e-15
0.03,7.450414773728917e-13,1.78828753132112e-15
0.03,7.712906117627992e-13,5.405732183464834e-16
0.03,7.984645497739078e-13,1.5666279741522297e-16
0.03,8.265958738801796e-13,4.3463676177956383e-17
0.03,8.557183144940019e-13,1.1525734039844599e-17
0.03,8.858667904100832e-13,2.9167626973566716e-18
0.03,9.17077450674293e-13,7.0324786386953e-19
0.03,9.49387717927582e-13,1.6126859899576277e-19
0.03,9.82836333277001e-13,3.5112230504730714e-20
0.03,1.0174634027476084e-12,7.245033018785045e-21
0.03,1.053310445370938e-12,1.4140794928030212e-21
0.03,1.0904204429677527e-12,2.6056014642860814e-22
0.03,1.1288378916846882e-12,4.523369821630177e-23
0.03,1.1686088553466497e-12,7.382855078556443e-24
0.03,1.2097810206889038e-12,1.130448564591087e-24
0.03,1.2524037545350691e-12,1.6201838726726612e-25
0.03,1.296528162989669e-12,2.16846905646146e-26
0.03,1.342207152716012e-12,2.7037736440834692e-27
0.03,1.3894954943731361e-12,3.132791285588421e-28
0.03,1.438449888287666e-12,3.3644515774806573e-29
0.03,1.4891290324394055e-12,3.3400802855403366e-30
0.03,1.5415936928422733e-12,3.0567260218193063e-31
0.03,1.595906776404731e-12,2.571389753755624e-32
0.03,1.6521334063573684e-12,1.9824489978805117e-33
0.03,1.7103410003378378e-12,1.3964467270578386e-34
0.03,1.7705993512268944e-12,8.958874586593763e-36
0.03,1.8329807108324375e-12,5.217459708714777e-37
0.03,1.8975598765218505e-12,2.748911466842125e-38
0.03,1.9644142809066263e-12,1.3056467161638308e-39
0.03,2.03362408468667e-12,5.570153506053479e-41
0.03,2.1052722727657024e-12,2.126388307639856e-42
0.03,2.1794447537529877e-12,7.235214587270463e-44
0.03,2.256230462970635e-12,2.185411756439049e-45
0.03,2.335721469090121e-12,5.835333991842627e-47
0.03,2.418013084525718e-12,1.3713935590802014e-48
0.03,2.50320397971732e-12,2.82403012575905e-50
0.03,2.5913963014396625e-12,5.0718389640725916e-52
0.03,2.6826957952797276e-12,7.906009625298186e-54
0.03,2.777211932429355e-12,1.0643343293558813e-55
0.03,2.875058040944877e-12,1.2310746898008923e-57
0.03,2.976351441631313e-12,1.2168976553816493e-59
0.03,3.0812135887140083e-12,1.022310746638004e-61
0.03,3.1897702154663248e-12,7.25741934302354e-64
0.03,3.3021514849681755e-12,4.327882332524955e-66
0.03,3.418492146175927e-12,2.1547423476011994e-68
0.03,3.5389316954909847e-12,8.89980915581526e-71
0.03,3.6636145440207235e-12,3.0295140480865025e-73
0.03,3.792690190732238e-12,8.441370307486972e-76
0.03,3.9263134017068395e-12,1.911776660054012e-78
0.03,4.0646443957096275e-12,3.4936079195903407e-81
0.03,4.207849036297398e-12,5.112588356397472e-84
0.03,4.356099030694617e-12,5.944814714387439e-87
0.03,4.509572135676135e-12,5.448137819380087e-90
0.03,4.6684523707037945e-12,3.902362225138088e-93
0.03,4.832930238571752e-12,2.165738107235942e-96
0.03,5.003202953825999e-12,9.2295269461247e-100
0.03,5.179474679231202e-12,2.9923117287520326e-103
0.03,5.361956770568806e-12,7.309782925261618e-107
0.03,5.550868030059811e-12,1.3321138528489245e-110
0.03,5.746434968715973e-12,1.792395335261175e-114
0.03,5.948892077934331e-12,1.7617337402540606e-118
0.03,6.1584821106602544e-12,1.2509951461426069e-122
0.03,6.375456372456493e-12,6.344617568546249e-127
0.03,6.600075022827101e-12,2.2711199657711786e-131
0.03,6.8326073871574055e-12,5.667981170811792e-136
0.03,7.073332279644439e-12,9.737590181766301e-141
0.03,7.322538337604526e-12,1.1365694752764742e-145
0.03,7.580524367559246e-12,8.890930665906147e-151
0.03,7.847599703514622e-12,4.5960225823629583e-156
0.03,8.124084577862974e-12,1.5472554045021938e-161
0.03,8.410310505352605e-12,3.341370928282134e-167
0.03,8.706620680585117e-12,4.556977733652293e-173
0.03,9.01337038951742e-12,3.8617666501340986e-179
0.03,9.330927435461683e-12,1.999731326069915e-185
0.03,9.659672580093842e-12,6.218660797719569e-192
0.03,1e-11,1.1406679524051767e-198
0.03,1.0352317759307378e-11,1.2113828677481277e-205
0.03,1.0717048298967094e-11,7.306367520546263e-213
0.03,1.109462894327524e-11,2.4533695968243192e-220
0.03,1.1485512424239345e-11,4.492667896438828e-228
0.03,1.1890167424419899e-11,4.391858000302412e-236
0.03,1.2309079138896017e-11,2.2417687494241757e-244
0.03,1.2742749857031321e-11,5.839684988989538e-253
0.03,1.3191699564735743e-11,7.581434206134792e-262
0.03,1.3656466567946068e-11,4.786535449651292e-271
0.03,1.4137608138073614e-11,1.4327432128954128e-280
0.03,1.46357011801908e-11,1.9804924351419175e-290
0.03,1.5151342924760515e-11,1.2303084714777681e-300
0.03,1.568515164373551e-11,3.339278096447e-311
0.03,1.6237767391887175e-11,3.85e-322
0.03,1.680985277425365e-11,0.0
0.03,1.740209374062485e-11,0.0
0.03,1.8015200408020238e-11,0.0
0.03,1.8649907912142944e-11,0.0
0.03,1.9306977288832457e-11,0.0
0.03,1.9987196386572526e-11,0.0
0.03,2.06913808111479e-11,0.0
0.03,2.1420374903583833e-11,0.0
0.03,2.2175052752539296e-11,0.0
0.03,2.295631924236905e-11,0.0
0.03,2.3765111138110777e-11,0.0
0.03,2.4602398208697774e-11,0.0
0.03,2.5469184389745398e-11,0.0
0.03,2.6366508987303553e-11,0.0
0.03,2.7295447924020018e-11,0.0
0.03,2.825711502920833e-11,0.0
0.03,2.925266337436636e-11,0.0
0.03,3.0283286655749455e-11,0.0
0.03,3.135022062565112e-11,0.0
0.03,3.2454744574113254e-11,0.0
0.03,3.359818286283788e-11,0.0
0.03,3.478190651314119e-11,0.0
0.03,3.60073348498562e-11,0.0
0.03,3.727593720314938e-11,0.0
0.03,3.858923467029899e-11,0.0
0.03,3.9948801939541784e-11,0.0
0.03,4.1356269178176977e-11,0.0
0.03,4.281332398719396e-11,0.0
0.03,4.432171342476086e-11,0.0
0.03,4.58832461010084e-11,0.0
0.03,4.749979434661422e-11,0.0
0.03,4.9173296457790055e-11,0.0
0.03,5.0905759020366863e-11,0.0
0.03,5.269925931575656e-11,0.0
0.03,5.4555947811685145e-11,0.0
0.03,5.647805074067546e-11,0.0
0.03,5.846787276937578e-11,0.0
0.03,6.052779976193355e-11,0.0
0.03,6.266030164072656e-11,0.0
0.03,6.486793534788508e-11,0.0
0.03,6.715334791115134e-11,0.0
0.03,6.95192796177559e-11,0.0
0.03,7.196856730011528e-11,0.0
0.03,7.450414773728916e-11,0.0
0.03,7.712906117627992e-11,0.0
0.03,7.984645497739078e-11,0.0
0.03,8.265958738801797e-11,0.0
0.03,8.55718314494002e-11,0.0
0.03,8.858667904100796e-11,0.0
0.03,9.17077450674293e-11,0.0
0.03,9.49387717927582e-11,0.0
0.03,9.82836333277001e-11,0.0
0.03,1.0174634027476084e-10,0.0
0.03,1.0533104453709338e-10,0.0
0.03,1.0904204429677526e-10,0.0
0.03,1.1288378916846884e-10,0.0
0.03,1.1686088553466498e-10,0.0
0.03,1.2097810206889038e-10,0.0
0.03,1.2524037545350693e-10,0.0
0.03,1.296528162989669e-10,0.0
0.03,1.342207152716012e-10,0.0
0.03,1.389495494373136e-10,0.0
0.03,1.4384498882876658e-10,0.0
0.03,1.4891290324394056e-10,0.0
0.03,1.5415936928422733e-10,0.0
0.03,1.5959067764047309e-10,0.0
0.03,1.6521334063573685e-10,0.0
0.03,1.710341000337838e-10,0.0
0.03,1.7705993512268945e-10,0.0
0.03,1.8329807108324374e-10,0.0
0.03,1.8975598765218504e-10,0.0
0.03,1.9644142809066266e-10,0.0
0.03,2.0336240846866702e-10,0.0
0.03,2.1052722727657027e-10,0.0
0.03,2.1794447537529878e-10,0.0
0.03,2.2562304629706352e-10,0.0
0.03,2.3357214690901213e-10,0.0
0.03,2.418013084525718e-10,0.0
0.03,2.50320397971732e-10,0.0
0.03,2.5913963014396624e-10,0.0
0.03,2.682695795279716e-10,0.0
0.03,2.777211932429355e-10,0.0
0.03,2.875058040944877e-10,0.0
0.03,2.976351441631313e-10,0.0
0.03,3.0812135887140085e-10,0.0
0.03,3.1897702154663117e-10,0.0
0.03,3.302151484968176e-10,0.0
0.03,3.4184921461759273e-10,0.0
0.03,3.5389316954909843e-10,0.0
0.03,3.663614544020723e-10,0.0
0.03,3.792690190732238e-10,0.0
0.03,3.9263134017068395e-10,0.0
0.03,4.0646443957096276e-10,0.0
0.03,4.2078490362973985e-10,0.0
0.03,4.356099030694617e-10,0.0
0.03,4.5095721356761353e-10,0.0
0.03,4.668452370703795e-10,0.0
0.03,4.832930238571753e-10,0.0
0.03,5.003202953825998e-10,0.0
0.03,5.179474679231202e-10,0.0
0.03,5.361956770568805e-10,0.0
0.03,5.550868030059811e-10,0.0
0.03,5.746434968715973e-10,0.0
0.03,5.948892077934331e-10,0.0
0.03,6.158482110660254e-10,0.0
0.03,6.375456372456493e-10,0.0
0.03,6.600075022827103e-10,0.0
0.03,6.832607387157405e-10,0.0
0.03,7.073332279644439e-10,0.0
0.03,7.322538337604525e-10,0.0
0.03,7.580524367559246e-10,0.0
0.03,7.847599703514623e-10,0.0
0.03,8.12408457786294e-10,0.0
0.03,8.410310505352605e-10,0.0
0.03,8.706620680585118e-10,0.0
0.03,9.013370389517421e-10,0.0
0.03,9.330927435461683e-10,0.0
0.03,9.659672580093803e-10,0.0
0.03,9.999999999999999e-10,0.0
0.1,1e-15,0.8590512084046206
0.1,1.0352317759307377e-15,0.8544652931333196
0.1,1.0717048298967093e-15,0.8497435964897039
0.1,1.109462894327524e-15,0.8448830310401326
0.1,1.148551242423939e-15,0.8398805064441548
0.1,1.1890167424419899e-15,0.8347329353525654
0.1,1.2309079138896017e-15,0.8294372397883607
0.1,1.2742749857031322e-15,0.8239903580329503
0.1,1.3191699564735743e-15,0.8183892520399436
0.1,1.3656466567946124e-15,0.8126309153986307
0.1,1.4137608138073612e-15,0.8067123818688898
0.1,1.4635701180190798e-15,0.8006307345087199
0.1,1.5151342924760514e-15,0.7943831154147962
0.1,1.5685151643735446e-15,0.7879667360954443
0.1,1.6237767391887241e-15,0.7813788884941459
0.1,1.6809852774253653e-15,0.7746169566801232
0.1,1.740209374062485e-15,0.7676784292206387
0.1,1.801520040802024e-15,0.7605609122474283
0.1,1.8649907912142942e-15,0.7532621432270327
0.1,1.9306977288832534e-15,0.7457800054417574
0.1,1.9987196386572526e-15,0.7381125431845037
0.1,2.06913808111479e-15,0.7302579776667111
0.1,2.142037490358383e-15,0.7222147236341897
0.1,2.2175052752539293e-15,0.7139814066805384
0.1,2.2956319242369047e-15,0.7055568812422334
0.1,2.3765111138110776e-15,0.6969402492532061
0.1,2.4602398208697775e-15,0.6881308794298456
0.1,2.5469184389745402e-15,0.6791284271497583
0.1,2.6366508987303554e-15,0.6699328548793854
0.1,2.729544792402002e-15,0.6605444530965457
0.1,2.8257115029208325e-15,0.6509638616442763
0.1,2.9252663374366475e-15,0.6411920914418725
0.1,3.0283286655749454e-15,0.63123054646782
0.1,3.135022062565112e-15,0.6210810459174149
0.1,3.2454744574113256e-15,0.6107458464252155
0.1,3.3598182862837876e-15,0.600227664229187
0.1,3.478190651314134e-15,0.5895296971395045
0.1,3.6007334849856204e-15,0.578655646160492
0.1,3.727593720314937e-15,0.5676097365993039
0.1,3.858923467029899e-15,0.5563967384796472
0.1,3.994880193954179e-15,0.5450219860633714
0.1,4.1356269178177144e-15,0.5334913962671968
0.1,4.2813323987193956e-15,0.5218114857463914
0.1,4.4321713424760854e-15,0.5099893864021358
0.1,4.58832461010084e-15,0.4980328590547398
0.1,4.749979434661403e-15,0.48595030501120334
0.1,4.917329645779025e-15,0.47375077524307857
0.1,5.0905759020366865e-15,0.46144397687955324
0.1,5.2699259315756565e-15,0.4490402767114822
0.1,5.455594781168514e-15,0.43655070139524726
0.1,5.647805074067546e-15,0.42398693404109317
0.1,5.846787276937601e-15,0.41136130686961003
0.1,6.052779976193355e-15,0.3986867896226856
0.1,6.266030164072656e-15,0.3859769734220408
0.1,6.486793534788508e-15,0.37324604978000886
0.1,6.715334791115135e-15,0.36050878448386037
0.1,6.9519279617755915e-15,0.34778048609739876
0.1,7.196856730011528e-15,0.33507696885211496
0.1,7.450414773728916e-15,0.3224145097354141
0.1,7.712906117627992e-15,0.3098097996256375
0.1,7.984645497739078e-15,0.2972798883732483
0.1,8.265958738801795e-15,0.284842123784683
0.1,8.557183144940018e-15,0.2725140845302883
0.1,8.858667904100832e-15,0.2603135070703469
0.1,9.17077450674293e-15,0.24825820677325744
0.1,9.49387717927582e-15,0.23636599348722548
0.1,9.82836333277001e-15,0.22465458192058993
0.1,1.0174634027476085e-14,0.21314149728552056
0.1,1.0533104453709382e-14,0.20184397676411656
0.1,1.0904204429677526e-14,0.19077886746358025
0.1,1.1288378916846882e-14,0.17996252163662965
0.1,1.1686088553466497e-14,0.16941069005256865
0.1,1.2097810206889037e-14,0.15913841451144575
0.1,1.2524037545350744e-14,0.1491599205959251
0.1,1.2965281629896689e-14,0.13948851185016511
0.1,1.3422071527160119e-14,0.1301364666592906
0.1,1.389495494373136e-14,0.12111493917370658
0.1,1.438449888287666e-14,0.11243386567646627
0.1,1.4891290324394118e-14,0.10410187782583234
0.1,1.5415936928422733e-14,0.09612622421589623
0.1,1.595906776404731e-14,0.08851270168269705
0.1,1.6521334063573683e-14,0.0812655977388841
0.1,1.7103410003378378e-14,0.07438764544442371
0.1,1.7705993512268942e-14,0.06787999191237197
0.1,1.8329807108324375e-14,0.06174218150633137
0.1,1.8975598765218503e-14,0.05597215460973653
0.1,1.9644142809066266e-14,0.0505662626373577
0.1,2.0336240846866703e-14,0.0455192997183635
0.1,2.1052722727657026e-14,0.040824551210949536
0.1,2.179444753752988e-14,0.036473858915362915
0.1,2.256230462970635e-14,0.0324577025406689
0.1,2.3357214690901213e-14,0.028765296657637385
0.1,2.418013084525718e-14,0.02538470204363948
0.1,2.5032039797173203e-14,0.022302950004255806
0.1,2.5913963014396626e-14,0.01950617795009923
0.1,2.6826957952797274e-14,0.016979774226156083
0.1,2.777211932429355e-14,0.014708529944916893
0.1,2.8750580409448774e-14,0.01267679537355485
0.1,2.976351441631313e-14,0.010868638278463575
0.1,3.0812135887140085e-14,0.00926800154548997
0.1,3.189770215466325e-14,0.007858857377360794
0.1,3.302151484968175e-14,0.006625355425186066
0.1,3.4184921461759273e-14,0.005551962340146257
0.1,3.5389316954909845e-14,0.004623590433332849
0.1,3.663614544020723e-14,0.0038257134021219214
0.1,3.7926901907322537e-14,0.003144467413297066
0.1,3.926313401706839e-14,0.002566736216438214
0.1,4.064644395709628e-14,0.0020802193833184225
0.1,4.207849036297398e-14,0.0016734832155224316
0.1,4.356099030694617e-14,0.0013359943170500065
0.1,4.5095721356761535e-14,0.0010581362743329664
0.1,4.6684523707037945e-14,0.0008312103059868731
0.1,4.8329302385717516e-14,0.0006474211227885295
0.1,5.003202953825999e-14,0.0004998495606746163
0.1,5.179474679231202e-14,0.00038241380447268195
0.1,5.3619567705688055e-14,0.0002898211993526671
0.1,5.550868030059811e-14,0.00021751274614387848
0.1,5.746434968715974e-14,0.00016160239523363234
0.1,5.94889207793433e-14,0.00011881319530085852
0.1,6.158482110660253e-14,8.64122249408334e-05
0.1,6.375456372456494e-14,6.214604783407374e-05
0.1,6.600075022827101e-14,4.417819852913845e-05
0.1,6.832607387157405e-14,3.102994077178811e-05
0.1,7.073332279644438e-14,2.1525258868233298e-05
0.1,7.322538337604526e-14,1.4740759692303163e-05
0.1,7.580524367559246e-14,9.960892216856003e-06
0.1,7.847599703514622e-14,6.638644383346375e-06
0.1,8.124084577862974e-14,4.3616625960807616e-06
0.1,8.410310505352605e-14,2.8235630480794823e-06
0.1,8.706620680585118e-14,1.8000693211335378e-06
0.1,9.01337038951742e-14,1.1295172493049231e-06
0.1,9.330927435461682e-14,6.972133940306228e-07
0.1,9.659672580093842e-14,4.2311318822536535e-07
0.1,1e-13,2.522930621829991e-07
0.1,1.0352317759307377e-13,1.47721161664919e-07
